None,ticker,datekey,date,revenue,eps,ebitda,netinc,roe,evebitda,fcfps,pb,pe,marketcap,ebit,currentratio,capex,ncfo,equity,de,year
1243,VSTNQ,2004-02-13,2003-12-31,17660000000.0,-9.65,-1102000000.0,-1213000000.0,-0.464,-2.12,-3.901,0.792,-1.213,1471699446.0,-1102000000.0,1.235,-879000000.0,370000000.0,1858000000.0,4.901,2003
1244,VSTNQ,2003-02-14,2002-12-31,18395000000.0,-2.75,-330000000.0,-352000000.0,-0.117,-3.92,3.278,0.286,-2.419,851560439.0,-330000000.0,1.367,-723000000.0,1146000000.0,2978000000.0,2.751,2002
1245,VSTNQ,2002-03-29,2001-12-31,17843000000.0,-0.91,-114000000.0,-118000000.0,-0.035,-26.811,-2.412,0.656,-18.292,2158496082.0,-114000000.0,1.384,-752000000.0,436000000.0,3291000000.0,2.366,2001
1246,VSTNQ,2001-02-27,2000-12-31,19467000000.0,2.08,471000000.0,270000000.0,0.088,5.309,-10.146,0.54,7.013,1893577127.0,471000000.0,1.316,-793000000.0,-526000000.0,3505000000.0,2.231,2000
1247,VSTNQ,2000-04-14,1999-12-31,19366000000.0,,1221000000.0,735000000.0,,,12.278,,,,1221000000.0,0.949,-876000000.0,2482000000.0,1499000000.0,7.305,1999
1248,VST,2025-02-28,2024-12-31,17224000000.0,7.16,6845000000.0,2659000000.0,0.443,8.994,7.776,8.134,18.365,45305880390.0,4214000000.0,0.963,-1882000000.0,4563000000.0,5570000000.0,5.779,2024
1249,VST,2024-02-29,2023-12-31,14779000000.0,3.63,4697000000.0,1493000000.0,0.251,6.457,10.525,3.575,14.128,18973653899.0,2741000000.0,1.185,-1561000000.0,5453000000.0,5307000000.0,5.209,2023
1250,VST,2023-03-01,2022-12-31,13728000000.0,-3.26,838000000.0,-1227000000.0,-0.238,24.887,-1.747,1.689,-6.014,8281344652.0,-1209000000.0,1.075,-1223000000.0,485000000.0,4902000000.0,5.685,2022
1251,VST,2022-02-25,2021-12-31,12077000000.0,-2.69,702000000.0,-1274000000.0,-0.192,27.413,-2.507,1.185,-7.715,9828807293.0,-1348000000.0,1.349,-1003000000.0,-206000000.0,8291000000.0,2.58,2021
1252,VST,2021-02-26,2020-12-31,11443000000.0,1.3,3580000000.0,636000000.0,0.078,4.91,4.301,0.997,13.12,8344101207.0,1532000000.0,1.129,-1235000000.0,3337000000.0,8371000000.0,2.013,2020
1253,VST,2020-02-28,2019-12-31,11809000000.0,1.88,3891000000.0,928000000.0,0.118,5.176,4.094,1.178,10.107,9379124935.0,2015000000.0,0.899,-713000000.0,2736000000.0,7959000000.0,2.344,2019
1254,VST,2019-02-28,2018-12-31,9144000000.0,-0.11,2006000000.0,-54000000.0,-0.007,11.647,1.864,1.609,-234.309,12652690384.0,473000000.0,0.948,-530000000.0,1471000000.0,7863000000.0,2.309,2018
1255,VST,2018-02-26,2017-12-31,5430000000.0,-0.59,1278000000.0,-254000000.0,-0.038,8.223,2.385,1.282,-32.015,8131936036.0,443000000.0,1.979,-366000000.0,1386000000.0,6342000000.0,1.302,2017
1256,VRTX,2025-02-13,2024-12-31,11020100000.0,-2.08,486300000.0,-535600000.0,-0.033,238.276,-3.064,7.239,-221.781,118785857602.0,279100000.0,2.692,-297700000.0,-492600000.0,16409600000.0,0.373,2024
1257,VRTX,2024-02-15,2023-12-31,9869200000.0,14.05,4605200000.0,3619600000.0,0.226,21.817,12.949,6.263,30.422,110114038883.0,4423900000.0,3.987,-200400000.0,3537300000.0,17580400000.0,0.293,2023
1258,VRTX,2023-02-10,2022-12-31,8930700000.0,12.97,4435500000.0,3322000000.0,0.267,15.052,15.327,5.496,23.016,76458994553.0,4287200000.0,4.827,-204700000.0,4129900000.0,13912700000.0,0.305,2022
1259,VRTX,2022-02-09,2021-12-31,7574400000.0,9.09,2917500000.0,2342100000.0,0.248,19.287,9.346,6.156,26.548,62177811010.0,2791900000.0,4.463,-235000000.0,2643500000.0,10100000000.0,0.33,2021
1260,VRTX,2021-02-11,2020-12-31,6205683000.0,10.44,3284464000.0,2711647000.0,0.352,15.108,11.521,6.299,20.18,54720293251.0,3174949000.0,4.332,-259798000.0,3253505000.0,8686815000.0,0.353,2020
1261,VRTX,2020-02-13,2019-12-31,4162821000.0,4.58,1560362000.0,1176810000.0,0.223,38.246,5.819,10.229,52.895,62247796493.0,1453421000.0,3.613,-75451000.0,1569330000.0,6085244000.0,0.367,2019
1262,VRTX,2019-02-13,2018-12-31,3047597000.0,8.24,716573000.0,2096896000.0,0.675,63.22,4.62,10.678,22.586,47360438687.0,644153000.0,3.43,-95524000.0,1270286000.0,4435203000.0,0.408,2018
1263,VRTX,2018-02-15,2017-12-31,2488652000.0,1.06,275107000.0,263484000.0,0.151,144.674,2.996,20.143,155.081,40861375905.0,213710000.0,3.281,-99421000.0,844942000.0,2028579000.0,0.741,2017
1264,VRTX,2017-02-23,2016-12-31,1702177000.0,-0.46,47443000.0,-112052000.0,-0.109,440.689,0.734,18.415,-190.078,21298600628.0,-13955000.0,2.311,-56563000.0,236103000.0,1156582000.0,1.348,2016
1265,VRTX,2016-02-16,2015-12-31,1032336000.0,-2.31,-379404000.0,-556334000.0,-0.596,-55.469,-1.702,22.378,-37.809,21034481198.0,-441747000.0,2.779,-45302000.0,-365432000.0,939967000.0,1.495,2015
1266,VRTX,2015-02-13,2014-12-31,580415000.0,-3.14,-595477000.0,-738555000.0,-0.638,-46.543,-2.399,25.596,-37.256,27515822555.0,-658734000.0,4.2,-51201000.0,-513199000.0,1075006000.0,1.152,2014
1267,VRTX,2014-02-11,2013-12-31,1211975000.0,-1.98,-662500000.0,-445028000.0,-0.38,-30.148,-0.458,14.771,-45.022,20035899631.0,-710865000.0,3.993,-51393000.0,-51570000.0,1356405000.0,0.71,2013
1268,VRTX,2013-03-01,2012-12-31,1527042000.0,-0.5,-13434000.0,-107032000.0,-0.107,-757.731,0.928,10.082,-94.119,10073768955.0,-51625000.0,3.674,-71140000.0,267841000.0,999180000.0,1.526,2012
1269,VRTX,2012-02-22,2011-12-31,1410626000.0,0.14,122333000.0,29574000.0,0.057,63.787,0.533,10.051,267.418,7908633337.0,87292000.0,3.393,-34595000.0,143735000.0,786843000.0,1.574,2011
1270,VRTX,2011-02-17,2010-12-31,143370000.0,-3.77,-704892000.0,-754626000.0,-1.016,-11.925,-3.361,16.163,-10.795,8145846573.0,-735351000.0,2.226,-38054000.0,-635442000.0,503973000.0,2.424,2010
1271,VRTX,2010-02-19,2009-12-31,101889000.0,-3.71,-598879000.0,-642178000.0,-0.818,-13.092,-2.604,7.446,-12.712,8163459806.0,-628986000.0,4.588,-23496000.0,-427586000.0,1096346000.0,0.784,2009
1272,VRTX,2009-02-17,2008-12-31,175504000.0,-3.27,-414184000.0,-459851000.0,-1.624,-11.844,-1.84,21.088,-10.955,5037481784.0,-446380000.0,4.006,-32180000.0,-226482000.0,238874000.0,3.105,2008
1273,VRTX,2008-02-11,2007-12-31,199012000.0,-3.03,-361535000.0,-391279000.0,-1.03,-5.685,-2.209,8.925,-6.188,2421284146.0,-388994000.0,2.493,-32415000.0,-252476000.0,271295000.0,1.217,2007
1274,VRTX,2007-03-01,2006-12-31,216356000.0,-1.83,-173068000.0,-206891000.0,-0.582,-21.273,-0.485,7.517,-18.383,3803313194.0,-198936000.0,3.073,-32417000.0,-22475000.0,505935000.0,0.822,2006
1275,VRTX,2006-03-16,2005-12-31,160890000.0,-2.28,-158802000.0,-203417000.0,-1.671,-27.67,-2.118,18.118,-21.303,4333429305.0,-186091000.0,3.841,-16959000.0,-172054000.0,239176000.0,1.295,2005
1276,VRTX,2005-03-16,2004-12-31,102717000.0,-2.12,-118290000.0,-166247000.0,-1.763,-9.01,-1.968,23.578,-5.026,835617180.0,-147930000.0,2.645,-12495000.0,-142160000.0,35441000.0,14.39,2004
1277,VRTX,2004-03-15,2003-12-31,69141000.0,-2.56,-156031000.0,-196767000.0,-0.692,-6.242,-2.402,3.892,-3.814,750565632.0,-179469000.0,4.27,-17351000.0,-167623000.0,192845000.0,2.756,2003
1278,VRTX,2003-03-31,2002-12-31,161085000.0,-1.43,-65505000.0,-108621000.0,-0.26,-15.971,-1.594,2.251,-7.846,852234074.0,-90937000.0,10.164,-41213000.0,-79539000.0,378581000.0,1.155,2002
1279,VRTX,2002-04-01,2001-12-31,167490000.0,-0.89,-28951000.0,-66233000.0,-0.154,-77.777,-0.832,4.501,-32.303,2139504117.0,-46915000.0,8.477,-53899000.0,-8074000.0,475351000.0,0.946,2001
1280,VRTX,2001-03-26,2000-12-31,78127000.0,-0.73,-19994000.0,-39658000.0,-0.132,-105.825,-0.526,5.423,-52.904,2098048428.0,-29089000.0,10.426,-11913000.0,-16644000.0,386897000.0,0.998,2000
1281,VRTX,2000-03-03,1999-12-31,61648000.0,-0.805,-34106000.0,-40966000.0,-0.19,-60.004,-0.941,9.945,-50.792,2080758480.0,-40312000.0,10.541,-16210000.0,-31806000.0,209234000.0,0.111,1999
1282,VRTX,1999-03-30,1998-12-31,44398000.0,-0.655,-27885000.0,-33086000.0,-0.128,-22.064,-0.77,2.567,-19.1,631957996.0,-32405000.0,18.982,-7901000.0,-31055000.0,246212000.0,0.082,1998
1283,VRTS1,2005-04-06,2004-12-31,2041874000.0,0.96,741971000.0,411411000.0,0.108,13.145,1.085,2.435,23.22,9552862040.0,613708000.0,2.265,-117739000.0,584158000.0,3923691000.0,0.501,2004
1284,VRTS1,2003-03-28,2002-12-31,1506555000.0,0.14,334088000.0,57376000.0,0.02,21.283,1.16,2.571,129.222,7414219239.0,159015000.0,3.827,-108200000.0,583254000.0,2883767000.0,0.456,2002
1285,VRTS1,2002-04-01,2001-12-31,1492341000.0,-1.63,465095000.0,-651362000.0,-0.233,38.714,1.039,6.646,-27.788,18099853148.0,-513108000.0,3.984,-145749000.0,560428000.0,2723453000.0,0.395,2001
1286,VRTS1,2001-03-29,2000-12-31,1207328000.0,-1.55,430868000.0,-619792000.0,-0.197,38.475,1.03,5.711,-27.485,17034938768.0,-494261000.0,3.019,-134665000.0,546825000.0,2982571000.0,0.369,2000
1287,VRTS1,2000-03-30,1999-12-31,596112000.0,-1.59,83160000.0,-502958000.0,-0.188,691.112,0.266,16.849,-113.668,57170102383.0,-451909000.0,3.735,-59671000.0,144014000.0,3393061000.0,0.248,1999
1288,VRTS1,1999-03-30,1998-12-31,210865000.0,0.244,72545000.0,51648000.0,0.368,55.655,0.186,24.0,78.93,4076579111.0,65489000.0,3.533,-23424000.0,62797000.0,169854000.0,1.055,1998
1289,VRSN,2025-02-13,2024-12-31,1557400000.0,8.01,1134100000.0,785700000.0,-0.43,20.528,8.914,-11.081,27.613,21695564000.0,1097200000.0,0.434,-28100000.0,902600000.0,-1957900000.0,-1.718,2024
1290,VRSN,2024-02-15,2023-12-31,1493100000.0,7.91,1095900000.0,817600000.0,-0.509,19.465,7.814,-12.512,24.195,19782000000.0,1051800000.0,0.832,-45800000.0,853800000.0,-1581000000.0,-2.106,2023
1291,VRSN,2023-02-17,2022-12-31,1424900000.0,6.24,1002400000.0,673800000.0,-0.461,22.829,7.449,-13.743,31.864,21469842936.0,955500000.0,0.93,-27400000.0,831100000.0,-1562200000.0,-2.11,2022
1292,VRSN,2022-02-18,2021-12-31,1327576000.0,7.01,913414000.0,784830000.0,-0.571,26.824,6.732,-18.198,29.228,22939063940.0,865474000.0,1.181,-53033000.0,807152000.0,-1260519000.0,-2.574,2021
1293,VRSN,2021-02-19,2020-12-31,1265052000.0,7.08,886740000.0,814888000.0,-0.584,26.813,5.969,-16.104,27.473,22387068350.0,840388000.0,1.232,-43395000.0,730183000.0,-1390198000.0,-2.271,2020
1294,VRSN,2020-02-14,2019-12-31,1231661000.0,5.17,895717000.0,612299000.0,-0.424,28.666,6.021,-16.373,39.846,24397665353.0,849387000.0,1.325,-40316000.0,753892000.0,-1490100000.0,-2.244,2019
1295,VRSN,2019-02-15,2018-12-31,1214969000.0,5.13,892728000.0,582489000.0,-0.431,25.12,5.824,-15.156,36.049,20998002055.0,844361000.0,1.39,-37007000.0,697767000.0,-1385474000.0,-2.382,2018
1296,VRSN,2018-02-16,2017-12-31,1165095000.0,4.56,785226000.0,457248000.0,-0.375,17.386,6.511,-9.29,25.605,11707880012.0,735348000.0,1.568,-49499000.0,702761000.0,-1260271000.0,-3.334,2017
1297,VRSN,2017-02-17,2016-12-31,1142167000.0,4.12,754904000.0,440645000.0,-0.383,13.322,5.994,-7.015,19.112,8421639665.0,696737000.0,1.211,-26574000.0,667949000.0,-1200595000.0,-2.945,2016
1298,VRSN,2016-02-19,2015-12-31,1059366000.0,3.29,656772000.0,375236000.0,-0.371,15.944,5.351,-8.25,23.534,8830827686.0,595281000.0,1.309,-40656000.0,651482000.0,-1070447000.0,-3.203,2015
1299,VRSN,2015-02-13,2014-12-31,1010117000.0,2.8,632995000.0,355260000.0,-0.522,13.355,4.432,-8.223,20.448,7264356573.0,569305000.0,0.776,-39327000.0,600949000.0,-883466000.0,-3.439,2014
1300,VRSN,2014-02-21,2013-12-31,965087000.0,3.77,592187000.0,544450000.0,-1.77,14.159,3.553,-17.353,13.5,7350124906.0,531532000.0,0.889,-65594000.0,579397000.0,-423558000.0,-7.282,2013
1301,VRSN,2013-02-28,2012-12-31,873592000.0,2.04,525257000.0,320032000.0,-7.69,14.385,3.088,-749.633,21.838,6988832008.0,470438000.0,2.365,-53023000.0,537630000.0,-9323000.0,-222.224,2012
1302,VRSN,2012-02-24,2011-12-31,771978000.0,0.87,400960000.0,142891000.0,1.997,13.42,0.866,-68.148,42.02,6004294332.0,345254000.0,2.197,-192660000.0,335901000.0,-88107000.0,-22.067,2011
1303,VRSN,2011-02-24,2010-12-31,680578000.0,4.68,1076561000.0,830967000.0,1.135,4.832,0.759,9.136,7.437,6180048797.0,1013956000.0,3.337,-80527000.0,215206000.0,676430000.0,2.613,2010
1304,VRSN,2010-02-26,2009-12-31,1030619000.0,1.28,399725000.0,245553000.0,0.387,9.178,1.483,8.316,18.617,4571534253.0,325658000.0,1.928,-110812000.0,395191000.0,549741000.0,3.404,2009
1305,VRSN,2009-03-03,2008-12-31,961735000.0,-1.9,-229524000.0,-374692000.0,-1.722,-19.337,2.089,2498.94,-10.584,3965817567.0,-331892000.0,1.663,-70156000.0,482043000.0,1587000.0,1558.43,2008
1306,VRSN,2008-02-29,2007-12-31,1496289000.0,-0.59,-13883000.0,-139502000.0,-0.07,-526.869,1.339,5.04,-53.232,7425946352.0,-128422000.0,1.849,-152237000.0,470460000.0,1473380000.0,1.657,2007
1307,VRSN,2007-07-12,2006-12-31,1575249000.0,1.55,246492000.0,379015000.0,0.175,31.409,1.199,3.454,21.224,8044225088.0,137730000.0,0.98,-181611000.0,474779000.0,2329144000.0,0.665,2006
1308,VRSN,2006-03-13,2005-12-31,1609494000.0,1.58,600425000.0,406461000.0,0.213,8.534,1.439,2.814,13.779,5600744096.0,511116000.0,1.309,-140499000.0,510787000.0,1990190000.0,0.553,2005
1309,VRSN,2005-03-16,2004-12-31,1166455000.0,0.74,299446000.0,186225000.0,0.118,22.676,1.089,4.301,38.238,7120928119.0,213805000.0,1.438,-92532000.0,365338000.0,1655720000.0,0.522,2004
1310,VRSN,2004-03-15,2003-12-31,1054780000.0,-1.08,-122051000.0,-259879000.0,-0.183,-27.547,1.044,2.772,-14.452,3755889815.0,-236526000.0,1.586,-108034000.0,358440000.0,1354824000.0,0.508,2003
1311,VRSN,2003-03-31,2002-12-31,1221668000.0,-20.97,-4845440000.0,-4961297000.0,-1.746,-0.372,0.27,1.319,-0.42,2083481780.0,-4950922000.0,0.908,-176233000.0,240091000.0,1579425000.0,0.514,2002
1312,VRSN,2002-03-19,2001-12-31,983564000.0,-65.64,-13375012000.0,-13355952000.0,-1.519,-0.491,-0.751,1.057,-0.515,6874957580.0,-13433874000.0,1.308,-380269000.0,227538000.0,6506074000.0,0.159,2001
1313,VRSN,2001-03-28,2000-12-31,474766000.0,-19.57,-3087619000.0,-3115474000.0,-0.206,-1.991,0.837,0.358,-2.121,6606835135.0,-3115474000.0,1.783,-58778000.0,191997000.0,18470608000.0,0.039,2000
1314,VRSN,2000-03-22,1999-12-31,84776000.0,0.04,9359000.0,3955000.0,0.019,2011.555,0.086,63.362,4777.882,18896525012.0,3955000.0,4.284,-6019000.0,14665000.0,298231000.0,0.144,1999
1315,VRSN,1999-02-22,1998-12-31,38930000.0,-0.237,-15797000.0,-19743000.0,-0.451,-151.353,-0.195,60.701,-122.257,2413715078.0,-19743000.0,2.375,-4413000.0,-11830000.0,39764000.0,0.593,1998
1316,VRSK,2025-02-26,2024-12-31,2881700000.0,6.74,1666600000.0,958200000.0,3.446,26.016,6.473,403.634,42.166,40403743805.0,1360700000.0,0.736,-223900000.0,1144000000.0,100100000.0,41.555,2024
1317,VRSK,2024-02-21,2023-12-31,2681400000.0,4.19,1270300000.0,614600000.0,2.326,29.026,5.666,109.934,55.45,34079473730.0,988900000.0,1.05,-230000000.0,1060700000.0,310000000.0,13.045,2023
1318,VRSK,2023-02-28,2022-12-31,2497000000.0,6.04,1653000000.0,953900000.0,0.436,18.338,4.967,15.132,27.749,26470005525.0,1313000000.0,0.399,-274700000.0,1059000000.0,1749300000.0,2.969,2022
1319,VRSK,2022-02-22,2021-12-31,2998600000.0,4.12,1385900000.0,666200000.0,0.241,24.099,5.483,10.676,45.136,30069591706.0,1002300000.0,0.49,-268400000.0,1155700000.0,2816500000.0,1.763,2021
1320,VRSK,2021-02-23,2020-12-31,2784600000.0,4.38,1393800000.0,712700000.0,0.304,24.021,5.193,11.183,42.339,30175047825.0,1035700000.0,0.555,-223700000.0,1068200000.0,2698200000.0,1.803,2020
1321,VRSK,2020-02-18,2019-12-31,2607100000.0,2.75,1018900000.0,449900000.0,0.207,30.614,4.522,12.375,62.186,27977309467.0,695200000.0,0.499,-216800000.0,956300000.0,2260800000.0,2.121,2019
1322,VRSK,2019-02-19,2018-12-31,2395100000.0,3.63,1145500000.0,598700000.0,0.283,20.017,4.268,9.826,33.983,20345490818.0,849400000.0,0.487,-231000000.0,934400000.0,2070600000.0,1.85,2018
1323,VRSK,2018-02-20,2017-12-31,2145200000.0,3.36,1047800000.0,555100000.0,0.344,18.019,3.39,8.317,28.848,16013596307.0,810400000.0,0.447,-183500000.0,743500000.0,1925400000.0,2.127,2017
1324,VRSK,2017-02-21,2016-12-31,1995200000.0,3.51,1138000000.0,591200000.0,0.426,14.431,2.316,10.635,23.969,14170616710.0,913400000.0,0.806,-156500000.0,546100000.0,1332400000.0,2.476,2016
1325,VRSK,2016-02-24,2015-12-31,2068010000.0,3.07,1054236000.0,507577000.0,0.476,14.294,2.772,8.775,23.72,12039669274.0,838752000.0,0.409,-166138000.0,623687000.0,1372011000.0,3.093,2015
1326,VRSK,2015-02-24,2014-12-31,1746726000.0,2.41,833264000.0,400042000.0,0.723,14.563,2.066,50.877,26.84,10737145179.0,689781000.0,0.499,-146818000.0,489452000.0,211043000.0,10.113,2014
1327,VRSK,2014-02-25,2013-12-31,1595703000.0,2.07,755520000.0,348380000.0,0.797,15.867,2.148,19.865,31.224,10877679425.0,620942000.0,1.101,-145976000.0,506920000.0,547589000.0,3.574,2013
1328,VRSK,2013-02-26,2012-12-31,1534320000.0,1.98,695915000.0,329142000.0,3.033,14.994,2.374,35.458,27.535,9062834935.0,591716000.0,0.667,-74373000.0,468229000.0,255591000.0,8.235,2012
1329,VRSK,2012-02-28,2011-12-31,1331840000.0,1.7,592887000.0,282758000.0,-2.214,13.266,1.903,-70.575,24.582,6950886869.0,514268000.0,1.297,-59829000.0,375721000.0,-98490000.0,-16.647,2011
1330,VRSK,2011-02-28,2010-12-31,1138343000.0,1.36,509440000.0,242552000.0,32.856,12.342,1.673,-48.084,22.687,5502859742.0,441314000.0,0.334,-38641000.0,336032000.0,-114442000.0,-11.635,2010
1331,VRSK,2010-03-09,2009-12-31,1027104000.0,0.72,371069000.0,126614000.0,-0.242,15.213,1.646,-146.571,40.458,5122523498.0,299870000.0,0.75,-38694000.0,326401000.0,-34949000.0,-29.526,2009
1332,VRSK,2009-09-29,2008-12-31,893550000.0,0.865,375087000.0,158228000.0,,,1.188,,,,310215000.0,0.335,-30652000.0,247906000.0,-1009823000.0,-1.178,2008
1333,VO1,2000-10-30,2000-12-31,15686000000.0,0.09,1926000000.0,40000000.0,0.003,16.164,0.431,2.002,612.117,24484671846.0,859000000.0,1.16,-607000000.0,798000000.0,12229000000.0,1.683,2000
1334,VO1,2000-09-28,2000-12-31,15686000000.0,0.09,1926000000.0,40000000.0,0.003,16.653,0.431,2.079,635.686,25427456492.0,859000000.0,1.16,-607000000.0,798000000.0,12229000000.0,1.683,2000
1335,VO1,1999-09-28,1999-12-31,12312000000.0,1.81,1883000000.0,686000000.0,0.058,13.875,0.933,1.485,27.898,19137753969.0,1110000000.0,1.09,-531000000.0,935000000.0,12888000000.0,1.717,1999
1336,VO1,1998-10-30,1998-12-31,9474000000.0,2.7,2101000000.0,946000000.0,,6.724,-1.874,1.226,12.074,11422440053.0,1812000000.0,1.48,-410000000.0,-241000000.0,9316000000.0,1.381,1998
1337,VO1,1998-09-18,1998-12-31,9714000000.0,2.7,815000000.0,946000000.0,,16.747,-1.874,1.175,11.569,10944695412.0,526000000.0,1.48,-410000000.0,-241000000.0,9316000000.0,1.381,1998
1338,VNT,2025-02-13,2024-12-31,2979000000.0,2.76,699400000.0,422200000.0,0.413,10.796,2.293,5.432,13.525,5710080000.0,572300000.0,1.507,-77100000.0,427500000.0,1051100000.0,3.093,2024
1339,VNT,2024-02-15,2023-12-31,3095200000.0,2.43,702200000.0,376900000.0,0.505,11.323,2.575,6.677,15.774,5945157000.0,577200000.0,1.395,-55600000.0,455000000.0,890400000.0,3.817,2023
1340,VNT,2023-02-17,2022-12-31,3184400000.0,2.5,715900000.0,401300000.0,0.757,9.064,1.63,7.034,10.105,4054971399.0,597000000.0,1.489,-59600000.0,321200000.0,576500000.0,6.529,2022
1341,VNT,2022-02-24,2021-12-31,2990700000.0,2.44,670100000.0,413000000.0,1.001,8.852,2.564,6.788,9.367,3868738968.0,581800000.0,1.584,-47800000.0,481100000.0,569900000.0,6.626,2021
1342,VNT,2021-02-25,2020-12-31,2704600000.0,2.03,548600000.0,342000000.0,0.34,12.48,3.914,28.639,15.726,5378321432.0,470300000.0,1.41,-32200000.0,691300000.0,187800000.0,15.342,2020
1343,VNT,2020-02-14,2019-12-31,2772100000.0,,650900000.0,437000000.0,,,3.006,,,,566400000.0,1.245,-37900000.0,545200000.0,1825900000.0,0.557,2019
1344,VNO,2025-02-10,2024-12-31,1787686000.0,0.04,952808000.0,70387000.0,0.002,16.928,0.555,1.568,977.181,8086169595.0,483385000.0,,-432008000.0,537723000.0,5158242000.0,1.905,2024
1345,VNO,2024-02-12,2023-12-31,1811163000.0,0.23,941513000.0,105494000.0,0.008,13.61,-0.008,0.924,117.365,5091047398.0,483939000.0,,-649742000.0,648152000.0,5509064000.0,1.787,2023
1346,VNO,2023-02-13,2022-12-31,1799995000.0,-2.13,481232000.0,-346499000.0,-0.066,26.205,1.874,0.772,-11.03,4506953011.0,-45074000.0,,-439512000.0,798944000.0,5839728000.0,1.709,2022
1347,VNO,2022-02-14,2021-12-31,1589210000.0,0.53,829193000.0,175999000.0,0.016,17.929,1.362,1.252,77.269,7810819790.0,396599000.0,,-500973000.0,761806000.0,6236346000.0,1.614,2021
1348,VNO,2021-02-16,2020-12-31,1527951000.0,-1.83,386818000.0,-297005000.0,-0.053,34.193,1.646,1.095,-20.521,7156664995.0,-31124000.0,,-109605000.0,424240000.0,6533198000.0,1.327,2020
1349,VNO,2020-02-18,2019-12-31,1924700000.0,16.23,3976932000.0,3147937000.0,0.493,4.839,4.594,1.923,4.179,12945009187.0,3537999000.0,,214000000.0,662539000.0,6732030000.0,1.498,2019
1350,VNO,2019-02-11,2018-12-31,2163720000.0,2.02,1308321000.0,449954000.0,0.088,17.175,-1.486,2.99,34.693,13350822415.0,835536000.0,,-1085358000.0,802641000.0,4465231000.0,2.528,2018
1351,VNO,2018-02-12,2017-12-31,2084126000.0,0.85,1143986000.0,227416000.0,0.029,18.058,1.068,2.961,79.269,12842908801.0,614160000.0,,-657767000.0,860142000.0,4337652000.0,2.629,2017
1352,VNO,2017-02-13,2016-12-31,2506202000.0,4.36,1913173000.0,906917000.0,0.125,15.232,-0.291,2.918,24.441,20129788250.0,1317903000.0,,-1055574000.0,1000667000.0,6898519000.0,1.728,2016
1353,VNO,2016-02-16,2015-12-31,2502267000.0,3.61,1619971000.0,760434000.0,0.104,15.241,-3.176,2.321,22.861,15542504224.0,1053764000.0,,-1270447000.0,672150000.0,6697595000.0,1.857,2015
1354,VNO,2015-02-17,2014-12-31,2635940000.0,4.18,1926977000.0,864852000.0,0.119,15.943,0.536,3.144,27.073,21208740774.0,1343569000.0,,-1034747000.0,1135310000.0,6745426000.0,1.841,2014
1355,VNO,2014-02-24,2013-12-31,2760909000.0,2.1,1514753000.0,475971000.0,0.056,17.731,0.629,2.62,45.212,17724622872.0,952755000.0,,-923177000.0,1040789000.0,6765232000.0,1.7,2013
1356,VNO,2013-02-26,2012-12-31,2766457000.0,2.95,1683641000.0,617260000.0,0.081,15.236,-1.136,2.262,28.217,15498981013.0,1125753000.0,,-1036209000.0,825049000.0,6850935000.0,1.915,2012
1357,VNO,2012-02-27,2011-12-31,2915665000.0,3.26,1812134000.0,662302000.0,0.089,14.04,1.915,2.282,25.9,15585588484.0,1231144000.0,,-349604000.0,702499000.0,6828316000.0,1.725,2011
1358,VNO,2011-02-23,2010-12-31,2779727000.0,3.27,1786941000.0,647883000.0,0.096,14.668,1.624,2.566,27.162,16208160469.0,1230629000.0,,-474982000.0,771086000.0,6315710000.0,1.957,2010
